2025-05-25 04:32:09 - main                      - INFO - N/A - Starting LangGraph with parallel processing
2025-05-25 05:36:47 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 49 started
2025-05-25 05:36:59 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 395). Attempting to fix...
2025-05-25 05:36:59 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:36:59 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 223 (char 222)
2025-05-25 05:36:59 - event_classifier          - INFO - 51.615s - Chunk 44 processed, (1) general events, (1) opinions.
2025-05-25 05:36:59 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 44 started
2025-05-25 05:36:59 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 44 started
2025-05-25 05:37:08 - person_summary            - INFO - 51.164s - Successfully got comment
2025-05-25 05:37:08 - person_summary            - INFO - 51.164s - Chunk 46 processed successfully. Processed 1 person events.
2025-05-25 05:37:08 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 46 started
2025-05-25 05:37:25 - event_classifier          - INFO - 94.660s - Chunk 45 processed, (1) general events, (1) opinions.
2025-05-25 05:37:25 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 45 started
2025-05-25 05:37:25 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 45 started
2025-05-25 05:37:31 - opinion_scoring           - INFO - 44.788s - Successfully calculated opinion scores
2025-05-25 05:37:31 - opinion_scoring           - INFO - 44.788s - Chunk 49 processed successfully. Processed 1 person events.
2025-05-25 05:37:31 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:37:31 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 94: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:37:31 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:37:31 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:37:31 - write_node                - INFO - N/A - Chunk 49 marked as processed
2025-05-25 05:37:32 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 43 started
2025-05-25 05:37:37 - event_scoring             - INFO - 38.353s - Successfully calculated event scores
2025-05-25 05:37:37 - event_scoring             - INFO - 38.353s - Chunk 44 processed successfully. Processed 1 general events.
2025-05-25 05:37:39 - sentiment_analysis        - INFO - 40.155s - Successfully got sentiment score
2025-05-25 05:37:39 - sentiment_analysis        - INFO - 40.155s - Chunk 44 processed successfully. Processed 1 person events.
2025-05-25 05:37:39 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 44 started
2025-05-25 05:37:39 - inconsistency_detection   - INFO - 0.013s - Chunk 44 processed successfully. Processed 1 person events.
2025-05-25 05:37:39 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 44 started
2025-05-25 05:37:39 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 44.
2025-05-25 05:37:39 - person_summary            - INFO - N/A - No sentiment history found for person Ryan Gamage (RMI) in chunk 44, generating new.
2025-05-25 05:37:45 - opinion_scoring           - INFO - 37.227s - Successfully calculated opinion scores
2025-05-25 05:37:45 - opinion_scoring           - INFO - 37.227s - Chunk 46 processed successfully. Processed 1 person events.
2025-05-25 05:37:45 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:37:45 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 95: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:37:45 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:37:45 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:37:45 - write_node                - INFO - N/A - Chunk 46 marked as processed
2025-05-25 05:37:46 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 42 started
2025-05-25 05:37:53 - event_scoring             - INFO - 28.772s - Successfully calculated event scores
2025-05-25 05:37:53 - event_scoring             - INFO - 28.772s - Chunk 45 processed successfully. Processed 1 general events.
2025-05-25 05:37:56 - sentiment_analysis        - INFO - 30.888s - Successfully got sentiment score
2025-05-25 05:37:56 - sentiment_analysis        - INFO - 30.888s - Chunk 45 processed successfully. Processed 1 person events.
2025-05-25 05:37:56 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 45 started
2025-05-25 05:37:56 - inconsistency_detection   - INFO - 0.012s - Chunk 45 processed successfully. Processed 1 person events.
2025-05-25 05:37:56 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 45 started
2025-05-25 05:37:56 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 45.
2025-05-25 05:37:56 - person_summary            - INFO - N/A - No sentiment history found for person Simon Ludlam in chunk 45, generating new.
2025-05-25 05:38:12 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 485). Attempting to fix...
2025-05-25 05:38:12 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:38:12 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 258 (char 257)
2025-05-25 05:38:12 - event_classifier          - INFO - 40.483s - Chunk 43 processed, (1) general events, (1) opinions.
2025-05-25 05:38:12 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 43 started
2025-05-25 05:38:12 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 43 started
2025-05-25 05:38:18 - person_summary            - INFO - 38.648s - Successfully got comment
2025-05-25 05:38:18 - person_summary            - INFO - 38.648s - Chunk 44 processed successfully. Processed 1 person events.
2025-05-25 05:38:18 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 44 started
2025-05-25 05:38:36 - event_classifier          - WARNING - N/A - Received invalid JSON response: Invalid control character at: line 8 column 282 (char 541). Attempting to fix...
2025-05-25 05:38:36 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:38:36 - event_classifier          - WARNING - N/A - Failed to extract with regex: Unterminated string starting at: line 1 column 257 (char 256)
2025-05-25 05:38:36 - event_classifier          - INFO - 49.502s - Chunk 42 processed, (1) general events, (1) opinions.
2025-05-25 05:38:36 - event_scoring             - INFO - N/A - (Stage 1) Event scoring for chunk 42 started
2025-05-25 05:38:36 - sentiment_analysis        - INFO - N/A - (Stage 1) Sentiment analysis for chunk 42 started
2025-05-25 05:38:44 - person_summary            - INFO - 48.491s - Successfully got comment
2025-05-25 05:38:44 - person_summary            - INFO - 48.493s - Chunk 45 processed successfully. Processed 1 person events.
2025-05-25 05:38:44 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 45 started
2025-05-25 05:38:53 - event_scoring             - INFO - 40.466s - Successfully calculated event scores
2025-05-25 05:38:53 - event_scoring             - INFO - 40.466s - Chunk 43 processed successfully. Processed 1 general events.
2025-05-25 05:38:55 - sentiment_analysis        - INFO - 42.269s - Successfully got sentiment score
2025-05-25 05:38:55 - sentiment_analysis        - INFO - 42.270s - Chunk 43 processed successfully. Processed 1 person events.
2025-05-25 05:38:55 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 43 started
2025-05-25 05:38:55 - inconsistency_detection   - INFO - 0.012s - Chunk 43 processed successfully. Processed 1 person events.
2025-05-25 05:38:55 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 43 started
2025-05-25 05:38:55 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 43.
2025-05-25 05:38:55 - person_summary            - INFO - N/A - No sentiment history found for person Chris Greig in chunk 43, generating new.
2025-05-25 05:39:01 - opinion_scoring           - INFO - 43.380s - Successfully calculated opinion scores
2025-05-25 05:39:01 - opinion_scoring           - INFO - 43.380s - Chunk 44 processed successfully. Processed 1 person events.
2025-05-25 05:39:01 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:39:01 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 96: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:39:01 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:39:01 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:39:01 - write_node                - INFO - N/A - Chunk 44 marked as processed
2025-05-25 05:39:02 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 41 started
2025-05-25 05:39:10 - event_scoring             - INFO - 34.374s - Successfully calculated event scores
2025-05-25 05:39:10 - event_scoring             - INFO - 34.374s - Chunk 42 processed successfully. Processed 1 general events.
2025-05-25 05:39:12 - sentiment_analysis        - INFO - 36.360s - Successfully got sentiment score
2025-05-25 05:39:12 - sentiment_analysis        - INFO - 36.360s - Chunk 42 processed successfully. Processed 1 person events.
2025-05-25 05:39:12 - inconsistency_detection   - INFO - N/A - (Stage 2) Inconsistency analysis for chunk 42 started
2025-05-25 05:39:12 - inconsistency_detection   - INFO - 0.012s - Chunk 42 processed successfully. Processed 1 person events.
2025-05-25 05:39:12 - person_summary            - INFO - N/A - (Stage 2.1) Person attitude analysis for chunk 42 started
2025-05-25 05:39:12 - person_summary            - INFO - N/A - Missing person ID for person_event 1 in chunk 42.
2025-05-25 05:39:12 - person_summary            - INFO - N/A - No sentiment history found for person Martin Pei in chunk 42, generating new.
2025-05-25 05:39:19 - opinion_scoring           - INFO - 34.500s - Successfully calculated opinion scores
2025-05-25 05:39:19 - opinion_scoring           - INFO - 34.501s - Chunk 45 processed successfully. Processed 1 person events.
2025-05-25 05:39:19 - write_node                - ERROR - N/A - Event scores not saved correctly: Expected 0.85, 0.75, 0.6, 0.7124999999999999 but got 0.85, 0.75, 0.6, 0.7125
2025-05-25 05:39:19 - write_node                - INFO - N/A - (Stage 3) Scores without inconsistency case
2025-05-25 05:39:19 - write_node                - ERROR - N/A - Opinion scores not saved correctly for ID 97: hotness: expected 0.7749999999999999, got 0.775
2025-05-25 05:39:19 - write_node                - INFO - N/A - (Stage 2.1) Summary/attitude full case
2025-05-25 05:39:19 - write_node                - ERROR - N/A - Error processing person event: add_attitude_full() got an unexpected keyword argument 'is_expert_flag'
2025-05-25 05:39:19 - write_node                - INFO - N/A - Chunk 45 marked as processed
2025-05-25 05:39:19 - event_classifier          - INFO - N/A - (Stage 0) Processing chunk 40 started
2025-05-25 05:39:27 - person_summary            - INFO - 32.367s - Successfully got comment
2025-05-25 05:39:27 - person_summary            - INFO - 32.368s - Chunk 43 processed successfully. Processed 1 person events.
2025-05-25 05:39:27 - opinion_scoring           - INFO - N/A - (Stage 3) Opinion scoring for chunk 43 started
2025-05-25 05:39:42 - event_classifier          - WARNING - N/A - Received invalid JSON response: Expecting ',' delimiter: line 9 column 2 (char 440). Attempting to fix...
2025-05-25 05:39:42 - event_classifier          - WARNING - N/A - Failed parsing code block content with substring method
2025-05-25 05:39:42 - event_classifier          - INFO - N/A - Successfully reconstructed JSON with regex field extraction
